s1_t;s1_v;s1_data;s2_t;s2_v;s2_data;s3_t;s3_v;s3_data;s4_t;s4_v;s4_data;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency
"SPD";9;{"enchanted":false,"gvalue":0};"ACC";13;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"row_298";298;40911142904;0;0;"Inventory";"Inventory";false;77.08;"Focus";6;6;12;"HP%";47;"";0;0;8;"-";"-";13;"-";"-";"-";"-";"-";9;10;"Hero";77.08
"SPD";16;{"enchanted":false,"gvalue":0};"RES";10;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"";0;{};"row_299";299;36458373018;0;0;"Inventory";"Inventory";false;75.3;"Endure";1;6;9;"ATK flat";94;"HP%";5;0;10;"-";"-";"-";8;"-";"-";"-";"-";16;"-";"Hero";82.44
"SPD";17;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"ACC";13;{"enchanted":false,"gvalue":0};"";0;{};"row_300";300;40225785872;0;0;"Inventory";"Inventory";false;77.99;"Endure";1;6;9;"ATK flat";94;"HP flat";345;0;"-";"-";"-";13;"-";"-";"-";8;"-";17;"-";"Hero";85.13
"RES";7;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_301";301;41079398359;0;0;"Inventory";"Inventory";false;65.77;"Endure";1;6;6;"ATK flat";70;"ACC";4;0;7;"-";"-";"-";"-";"-";"-";"-";"-";17;"-";"Rare";80.06
"SPD";16;{"enchanted":false,"gvalue":0};"HP flat";256;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":0};"";0;{};"row_302";302;41408285220;0;0;"Inventory";"Inventory";false;75.95;"Endure";1;6;9;"ATK flat";94;"CRate";6;0;"-";"-";"-";"-";13;"-";"-";"-";256;16;"-";"Hero";83.09
"SPD";13;{"enchanted":false,"gvalue":0};"ACC";17;{"enchanted":false,"gvalue":0};"HP flat";618;{"enchanted":false,"gvalue":0};"";0;{};"row_303";303;41622053415;0;0;"Inventory";"Inventory";true;78.38;"Endure";1;6;9;"ATK flat";94;"CDmg";6;0;"-";"-";"-";17;"-";"-";"-";"-";618;13;"-";"Hero";85.52
"SPD";16;{"enchanted":false,"gvalue":0};"HP flat";323;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"";0;{};"row_304";304;42608930561;0;0;"Inventory";"Inventory";false;69.74;"Endure";1;6;9;"ATK flat";94;"";0;0;"-";"-";"-";"-";"-";"-";"-";"-";323;16;10;"Hero";76.89
"RES";4;{"enchanted":false,"gvalue":0};"ACC";11;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"";0;{};"row_305";305;43199004645;0;0;"Inventory";"Inventory";false;72.07;"Endure";1;6;9;"ATK flat";94;"CDmg";5;0;4;"-";"-";11;"-";"-";"-";"-";"-";15;"-";"Hero";79.21
"RES";7;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":0};"SPD";18;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"row_306";306;42804356197;0;0;"Inventory";"Inventory";false;77.68;"Endure";1;6;12;"ATK flat";118;"";0;0;7;"-";"-";4;"-";"-";"-";12;"-";18;"-";"Legend";77.68
"ACC";8;{"enchanted":false,"gvalue":0};"RES";11;{"enchanted":false,"gvalue":0};"ATK%";23;{"enchanted":false,"gvalue":0};"";0;{};"row_307";307;40531321251;0;0;"Inventory";"Inventory";false;77.98;"Endure";2;6;9;"SPD";25;"CRate";4;0;11;"-";"-";8;23;"-";"-";"-";"-";"-";"-";"Hero";85.12
"ATK%";5;{"enchanted":false,"gvalue":0};"RES";12;{"enchanted":false,"gvalue":0};"CDmg";18;{"enchanted":false,"gvalue":0};"";0;{};"row_308";308;41555182575;0;0;"Inventory";"Inventory";false;73.72;"Endure";2;6;9;"SPD";25;"HP%";5;0;12;18;"-";"-";5;"-";"-";"-";"-";"-";"-";"Hero";80.87
"ATK flat";15;{"enchanted":false,"gvalue":0};"HP%";22;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_309";309;41587230963;0;0;"Inventory";"Inventory";false;58.04;"Endure";2;6;6;"SPD";19;"";0;0;"-";"-";15;"-";"-";"-";"-";22;"-";"-";"-";"Rare";72.32
"DEF%";8;{"enchanted":false,"gvalue":0};"RES";14;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"";0;{};"row_310";310;41597863068;0;0;"Inventory";"Inventory";false;66.96;"Endure";2;6;9;"SPD";25;"";0;0;14;"-";"-";"-";"-";8;"-";13;"-";"-";"-";"Hero";74.11
"DEF flat";40;{"enchanted":false,"gvalue":0};"DEF%";7;{"enchanted":false,"gvalue":0};"HP%";10;{"enchanted":false,"gvalue":0};"";0;{};"row_311";311;41649352182;0;0;"Inventory";"Inventory";true;58.09;"Endure";2;5;9;"SPD";23;"HP flat";274;0;"-";"-";"-";"-";"-";7;40;10;"-";"-";"-";"Hero";65.24
"DEF%";8;{"enchanted":false,"gvalue":0};"ACC";14;{"enchanted":false,"gvalue":0};"CRate";13;{"enchanted":false,"gvalue":0};"";0;{};"row_312";312;41775677125;0;0;"Inventory";"Inventory";false;76.19;"Endure";2;6;9;"SPD";25;"RES";6;0;"-";"-";"-";14;"-";8;"-";"-";"-";"-";13;"Hero";83.33
"CDmg";10;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"DEF flat";34;{"enchanted":false,"gvalue":0};"";0;{};"row_313";313;42305563469;0;0;"Inventory";"Inventory";false;66.28;"Endure";2;6;9;"DEF%";38;"";0;0;"-";10;"-";"-";"-";"-";34;"-";"-";12;"-";"Hero";73.42
"ATK flat";29;{"enchanted":false,"gvalue":0};"DEF%";14;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"";0;{};"row_314";314;42496465712;0;0;"Inventory";"Inventory";false;68.29;"Endure";2;6;9;"SPD";25;"HP flat";252;0;"-";"-";29;"-";"-";14;"-";14;"-";"-";"-";"Hero";75.44
"HP flat";420;{"enchanted":false,"gvalue":0};"ATK%";5;{"enchanted":false,"gvalue":0};"ATK flat";35;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"row_315";315;41083814812;0;0;"Inventory";"Inventory";false;70.67;"Endure";2;6;12;"HP%";47;"";0;0;"-";"-";35;"-";5;"-";"-";"-";420;17;"-";"Legend";70.67
"DEF flat";16;{"enchanted":false,"gvalue":0};"ACC";17;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_316";316;42698602784;0;0;"Inventory";"Inventory";false;53.75;"Endure";2;6;6;"SPD";19;"";0;0;"-";"-";"-";17;"-";"-";16;"-";"-";"-";"-";"Rare";68.04
"ATK flat";30;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"";0;{};"row_317";317;43200944641;0;0;"Inventory";"Inventory";false;71.17;"Endure";2;6;9;"DEF%";38;"CDmg";5;0;"-";"-";30;"-";"-";"-";"-";"-";"-";11;10;"Hero";78.32
"CRate";15;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_318";318;43225669923;0;0;"Inventory";"Inventory";false;60.71;"Endure";2;6;6;"SPD";19;"";0;0;"-";"-";"-";"-";"-";"-";"-";8;"-";"-";15;"Rare";75
"CRate";7;{"enchanted":false,"gvalue":0};"SPD";21;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"";0;{};"row_319";319;40466775949;0;0;"Inventory";"Inventory";true;75.3;"Endure";3;6;9;"DEF flat";94;"";0;0;"-";"-";"-";"-";"-";"-";"-";7;"-";21;7;"Hero";82.44
"RES";15;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"ACC";15;{"enchanted":false,"gvalue":0};"";0;{};"row_320";320;41386002910;0;0;"Inventory";"Inventory";false;81.55;"Endure";3;6;9;"DEF flat";94;"CRate";4;0;15;"-";"-";15;"-";"-";"-";"-";"-";12;"-";"Hero";88.69
"SPD";15;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_321";321;41403377353;0;0;"Inventory";"Inventory";false;65.48;"Endure";3;6;6;"DEF flat";70;"CDmg";7;0;"-";"-";"-";"-";"-";"-";"-";"-";"-";15;4;"Rare";79.76
"SPD";16;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_322";322;41607368693;0;0;"Inventory";"Inventory";false;63.03;"Endure";3;6;6;"DEF flat";70;"HP flat";212;0;7;"-";"-";"-";"-";"-";"-";"-";"-";16;"-";"Rare";77.32
"CDmg";4;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"";0;{};"row_323";323;43199131201;0;0;"Inventory";"Inventory";false;70.45;"Endure";3;6;9;"DEF flat";94;"";0;0;"-";4;"-";"-";"-";"-";"-";13;"-";16;"-";"Hero";77.59
"CDmg";20;{"enchanted":false,"gvalue":0};"DEF%";7;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"row_324";324;40561492435;0;0;"Inventory";"Inventory";false;91.24;"Endure";3;6;12;"DEF flat";118;"HP%";5;0;"-";20;"-";6;"-";7;"-";"-";"-";16;"-";"Legend";91.24
"CDmg";7;{"enchanted":false,"gvalue":0};"DEF flat";32;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":0};"";0;{};"row_325";325;36531918439;0;0;"Inventory";"Inventory";true;72.38;"Endure";4;6;9;"DEF%";38;"CRate";6;0;"-";7;"-";"-";"-";"-";32;"-";"-";14;"-";"Hero";79.52
"RES";19;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"";0;{};"row_326";326;41551699875;0;0;"Inventory";"Inventory";false;81.25;"Endure";4;6;9;"CDmg";47;"HP%";8;0;19;"-";"-";"-";8;"-";"-";"-";"-";12;"-";"Hero";88.39
"ATK%";13;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_327";327;41553385049;0;0;"Inventory";"Inventory";false;66.37;"Endure";4;6;6;"CDmg";35;"RES";8;0;"-";"-";"-";"-";13;"-";"-";"-";"-";10;"-";"Rare";80.65
"SPD";10;{"enchanted":false,"gvalue":0};"ATK%";15;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_328";328;42187116574;0;0;"Inventory";"Inventory";false;68.15;"Endure";4;6;6;"DEF%";29;"HP%";8;0;"-";"-";"-";"-";15;"-";"-";"-";"-";10;"-";"Rare";82.44
"RES";15;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"ATK%";12;{"enchanted":false,"gvalue":0};"";0;{};"row_329";329;42710454217;0;0;"Inventory";"Inventory";false;78.27;"Endure";4;6;9;"DEF%";38;"SPD";5;0;15;"-";"-";"-";12;"-";"-";14;"-";"-";"-";"Hero";85.42
"HP%";8;{"enchanted":false,"gvalue":0};"RES";20;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"";0;{};"row_330";330;43152889862;0;0;"Inventory";"Inventory";false;72.62;"Endure";4;6;9;"CDmg";47;"";0;0;20;"-";"-";"-";"-";"-";"-";8;"-";10;"-";"Hero";79.76
"SPD";9;{"enchanted":false,"gvalue":0};"DEF flat";31;{"enchanted":false,"gvalue":0};"RES";15;{"enchanted":false,"gvalue":0};"ATK%";12;{"enchanted":false,"gvalue":0};"row_331";331;40004139461;0;0;"Inventory";"Inventory";false;78.76;"Endure";4;6;12;"HP%";47;"HP flat";282;0;15;"-";"-";"-";12;"-";31;"-";"-";9;"-";"Legend";78.76
"SPD";16;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"CDmg";10;{"enchanted":false,"gvalue":0};"";0;{};"row_332";332;41963410082;0;0;"Inventory";"Inventory";false;69.43;"Endure";5;6;9;"HP flat";1440;"";0;0;"-";10;"-";"-";"-";5;"-";"-";"-";16;"-";"Hero";76.57
"CDmg";6;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_333";333;43151742614;0;0;"Inventory";"Inventory";false;66.54;"Endure";5;6;6;"HP flat";1080;"ACC";5;0;"-";6;"-";"-";"-";"-";"-";"-";"-";17;"-";"Rare";80.82
"HP%";10;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"ATK%";14;{"enchanted":false,"gvalue":0};"";0;{};"row_334";334;43152322163;0;0;"Inventory";"Inventory";false;76.49;"Endure";5;6;9;"HP flat";1440;"ACC";7;0;"-";"-";"-";"-";14;"-";"-";10;"-";11;"-";"Hero";83.63
"CRate";18;{"enchanted":false,"gvalue":0};"RES";14;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"";0;{};"row_335";335;36552306486;0;0;"Inventory";"Inventory";false;76.79;"Endure";6;6;9;"DEF%";38;"";0;0;14;"-";"-";"-";"-";"-";"-";"-";"-";6;18;"Hero";83.93
"CRate";10;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"ATK%";5;{"enchanted":false,"gvalue":0};"";0;{};"row_336";336;41408745525;152;0;"Tablo *";"Inventory";false;72.32;"Endure";6;6;9;"DEF%";38;"";0;1;"-";"-";"-";"-";5;"-";"-";"-";"-";17;10;"Hero";79.46
"ACC";9;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":0};"";0;{};"row_337";337;41958719994;0;0;"Inventory";"Inventory";true;65.22;"Endure";6;5;9;"HP%";29;"";0;0;"-";"-";"-";9;13;"-";"-";"-";"-";14;"-";"Hero";72.36
"HP flat";540;{"enchanted":false,"gvalue":0};"RES";13;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"";0;{};"row_338";338;41084075509;0;0;"Inventory";"Inventory";false;66.75;"Endure";6;6;9;"HP%";38;"";0;0;13;"-";"-";"-";"-";"-";"-";"-";540;12;"-";"Hero";73.89
"SPD";10;{"enchanted":false,"gvalue":0};"DEF%";7;{"enchanted":false,"gvalue":0};"CDmg";24;{"enchanted":false,"gvalue":0};"HP flat";239;{"enchanted":false,"gvalue":0};"row_339";339;31770132841;0;0;"Inventory";"Inventory";false;80.64;"Endure";6;6;15;"HP%";63;"";0;0;"-";24;"-";"-";"-";7;"-";"-";239;10;"-";"Legend";80.64
"HP flat";158;{"enchanted":false,"gvalue":0};"ACC";19;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"";0;{};"row_340";340;41414172601;0;0;"Inventory";"Inventory";false;70.55;"Fatal";1;6;9;"ATK flat";94;"ATK%";5;0;"-";"-";"-";19;"-";"-";"-";"-";158;10;"-";"Hero";77.7
"SPD";10;{"enchanted":false,"gvalue":0};"HP%";15;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_341";341;41455596033;0;0;"Inventory";"Inventory";false;61.01;"Fatal";1;6;6;"ATK flat";70;"";0;0;"-";"-";"-";"-";"-";"-";"-";15;"-";10;"-";"Rare";75.3
"CDmg";6;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_342";342;41483054906;0;0;"Inventory";"Inventory";false;59.69;"Fatal";1;6;6;"ATK flat";70;"";0;0;"-";6;"-";"-";"-";"-";"-";"-";"-";15;"-";"Rare";73.98
"ACC";15;{"enchanted":false,"gvalue":0};"RES";13;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"";0;{};"row_343";343;41484656099;0;0;"Inventory";"Inventory";false;75;"Fatal";1;6;9;"ATK flat";94;"";0;0;13;"-";"-";15;"-";"-";"-";"-";"-";12;"-";"Hero";82.14
"HP flat";341;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"RES";19;{"enchanted":false,"gvalue":0};"";0;{};"row_344";344;35841919546;0;0;"Inventory";"Inventory";false;73.19;"Fatal";1;6;9;"ATK flat";94;"HP%";6;0;19;"-";"-";"-";"-";"-";"-";"-";341;10;"-";"Hero";80.33
"SPD";13;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"";0;{};"row_345";345;40703836222;0;0;"Inventory";"Inventory";false;68.15;"Fatal";1;6;9;"ATK flat";94;"HP%";7;0;"-";"-";"-";5;7;"-";"-";"-";"-";13;"-";"Rare";75.3
"SPD";15;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_346";346;42909896115;0;0;"Inventory";"Inventory";false;64.63;"Fatal";1;6;6;"ATK flat";70;"CDmg";5;0;"-";"-";"-";"-";"-";"-";"-";"-";"-";15;5;"Rare";78.91
"SPD";11;{"enchanted":false,"gvalue":0};"ATK%";16;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"";0;{};"row_347";347;41683344828;0;0;"Inventory";"Inventory";false;79.68;"Fatal";1;6;9;"ATK flat";94;"HP%";6;0;"-";11;"-";"-";16;"-";"-";"-";"-";11;"-";"Hero";86.82
"SPD";11;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"CDmg";14;{"enchanted":false,"gvalue":0};"row_348";348;43328575919;0;0;"Inventory";"Inventory";false;77.38;"Fatal";1;6;9;"ATK flat";94;"ATK%";5;0;5;14;"-";"-";"-";"-";"-";6;"-";11;"-";"Legend";84.52
"ATK%";28;{"enchanted":false,"gvalue":0};"HP flat";319;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"";0;{};"row_349";349;43447261197;0;0;"Inventory";"Inventory";false;76.85;"Fatal";1;6;9;"ATK flat";94;"CRate";5;0;"-";"-";"-";"-";28;"-";"-";"-";319;6;"-";"Hero";83.99
"ATK%";11;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":0};"ACC";13;{"enchanted":false,"gvalue":0};"";0;{};"row_350";350;43463155757;0;0;"Inventory";"Inventory";false;72.62;"Fatal";1;6;9;"ATK flat";94;"CRate";4;0;"-";"-";"-";13;11;"-";"-";"-";"-";9;"-";"Hero";79.76
"SPD";10;{"enchanted":false,"gvalue":0};"HP flat";291;{"enchanted":false,"gvalue":0};"RES";16;{"enchanted":false,"gvalue":0};"";0;{};"row_351";351;43463254183;0;0;"Inventory";"Inventory";false;71.82;"Fatal";1;6;9;"ATK flat";94;"ACC";8;0;16;"-";"-";"-";"-";"-";"-";"-";291;10;"-";"Hero";78.96
"DEF%";16;{"enchanted":false,"gvalue":0};"CDmg";10;{"enchanted":false,"gvalue":0};"ATK flat";15;{"enchanted":false,"gvalue":0};"";0;{};"row_352";352;40703652678;0;0;"Inventory";"Inventory";false;62.88;"Fatal";2;6;9;"SPD";25;"";0;0;"-";10;15;"-";"-";16;"-";"-";"-";"-";"-";"Rare";70.03
"ACC";14;{"enchanted":false,"gvalue":0};"HP flat";565;{"enchanted":false,"gvalue":0};"RES";11;{"enchanted":false,"gvalue":0};"";0;{};"row_353";353;40708699065;0;0;"Inventory";"Inventory";false;63.42;"Fatal";2;6;9;"SPD";25;"";0;0;11;"-";"-";14;"-";"-";"-";"-";565;"-";"-";"Hero";70.56
"HP%";15;{"enchanted":false,"gvalue":0};"ACC";13;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"";0;{};"row_354";354;40694736602;0;0;"Inventory";"Inventory";false;64.29;"Fatal";2;6;9;"SPD";25;"";0;0;4;"-";"-";13;"-";"-";"-";15;"-";"-";"-";"Rare";71.43
"RES";13;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"DEF%";19;{"enchanted":false,"gvalue":0};"";0;{};"row_355";355;40688445760;0;0;"Inventory";"Inventory";false;70.24;"Fatal";2;6;9;"ATK%";38;"";0;0;13;"-";"-";"-";"-";19;"-";"-";"-";5;"-";"Hero";77.38
"HP%";30;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"";0;{};"row_356";356;41337300031;0;0;"Inventory";"Inventory";false;80.95;"Fatal";2;6;9;"SPD";25;"RES";8;0;"-";"-";"-";"-";"-";6;"-";30;"-";"-";5;"Hero";88.1
"CRate";4;{"enchanted":false,"gvalue":0};"ATK%";14;{"enchanted":false,"gvalue":0};"ACC";14;{"enchanted":false,"gvalue":0};"";0;{};"row_357";357;42968948380;0;0;"Inventory";"Inventory";false;70.83;"Fatal";2;6;9;"SPD";25;"DEF%";6;0;"-";"-";"-";14;14;"-";"-";"-";"-";"-";4;"Hero";77.98
"CRate";7;{"enchanted":false,"gvalue":0};"RES";12;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_358";358;43076123098;0;0;"Inventory";"Inventory";false;52.21;"Fatal";2;5;6;"SPD";17;"";0;0;12;"-";"-";"-";"-";"-";"-";"-";"-";"-";7;"Rare";66.5
"ATK flat";30;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_359";359;43076123099;0;0;"Inventory";"Inventory";false;42.6;"Fatal";2;5;6;"SPD";17;"";0;0;"-";4;30;"-";"-";"-";"-";"-";"-";"-";"-";"Rare";56.89
"ATK flat";22;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"";0;{};"row_360";360;43076305495;0;0;"Inventory";"Inventory";false;53.04;"Fatal";2;5;9;"SPD";23;"";0;0;"-";6;22;"-";"-";"-";"-";11;"-";"-";"-";"Hero";60.18
"DEF flat";36;{"enchanted":false,"gvalue":0};"ACC";11;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_361";361;43151179429;0;0;"Inventory";"Inventory";false;51.96;"Fatal";2;6;6;"SPD";19;"";0;0;"-";"-";"-";11;"-";"-";36;"-";"-";"-";"-";"Rare";66.25
"CRate";11;{"enchanted":false,"gvalue":0};"RES";18;{"enchanted":false,"gvalue":0};"ATK flat";14;{"enchanted":false,"gvalue":0};"";0;{};"row_362";362;43328117328;0;0;"Inventory";"Inventory";false;67.38;"Fatal";2;6;9;"SPD";25;"";0;0;18;"-";14;"-";"-";"-";"-";"-";"-";"-";11;"Hero";74.52
"DEF flat";25;{"enchanted":false,"gvalue":0};"ATK flat";18;{"enchanted":false,"gvalue":0};"CDmg";16;{"enchanted":false,"gvalue":0};"";0;{};"row_363";363;43429775167;22;0;"Brandia";"Inventory";false;64.18;"Fatal";2;6;9;"ATK%";38;"ACC";5;1;"-";16;18;"-";"-";"-";25;"-";"-";"-";"-";"Hero";71.33
"CDmg";8;{"enchanted":false,"gvalue":0};"ATK flat";38;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"";0;{};"row_364";364;43449432012;0;0;"Inventory";"Inventory";false;62.27;"Fatal";2;6;9;"SPD";25;"ATK%";5;0;"-";8;38;"-";"-";"-";"-";8;"-";"-";"-";"Hero";69.41
"HP%";26;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"";0;{};"row_365";365;43463452359;0;0;"Inventory";"Inventory";false;72.32;"Fatal";2;6;9;"SPD";25;"";0;0;8;"-";"-";"-";7;"-";"-";26;"-";"-";"-";"Hero";79.46
"SPD";14;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_366";366;41355362305;0;0;"Inventory";"Inventory";false;59.52;"Fatal";3;6;6;"DEF flat";70;"";0;0;"-";"-";"-";8;"-";"-";"-";"-";"-";14;"-";"Rare";73.81
"HP%";16;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"";0;{};"row_367";367;41442018652;0;0;"Inventory";"Inventory";false;68.75;"Fatal";3;6;9;"DEF flat";94;"";0;0;5;"-";"-";"-";"-";"-";"-";16;"-";12;"-";"Hero";75.89
"DEF%";11;{"enchanted":false,"gvalue":0};"ACC";19;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"row_368";368;40693986493;0;0;"Inventory";"Inventory";false;84.09;"Fatal";3;6;12;"DEF flat";118;"HP flat";298;0;"-";"-";"-";19;"-";11;"-";5;"-";12;"-";"Legend";84.09
"RES";14;{"enchanted":false,"gvalue":0};"DEF%";13;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"row_369";369;41034883639;121;0;"Kaki";"Inventory";false;83.33;"Fatal";3;6;12;"DEF flat";118;"";0;0;14;"-";"-";"-";"-";13;"-";13;"-";10;"-";"Legend";83.33
"CDmg";13;{"enchanted":false,"gvalue":0};"CRate";15;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":0};"row_370";370;40708978471;22;0;"Brandia";"Inventory";false;82.91;"Fatal";3;6;12;"DEF flat";118;"";0;1;"-";13;"-";"-";"-";6;"-";"-";"-";9;15;"Legend";82.91
"CRate";6;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"DEF%";13;{"enchanted":false,"gvalue":0};"";0;{};"row_371";371;40680018135;0;0;"Inventory";"Inventory";false;76.4;"Fatal";3;6;9;"DEF flat";94;"CDmg";4;0;"-";"-";"-";"-";"-";13;"-";"-";"-";15;6;"Hero";83.55
"SPD";12;{"enchanted":false,"gvalue":0};"RES";12;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_372";372;43037046472;0;0;"Inventory";"Inventory";false;64.08;"Fatal";3;6;6;"DEF flat";70;"HP flat";353;0;12;"-";"-";"-";"-";"-";"-";"-";"-";12;"-";"Rare";78.36
"SPD";11;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"CRate";11;{"enchanted":false,"gvalue":0};"";0;{};"row_373";373;43127792632;0;0;"Inventory";"Inventory";false;74.4;"Fatal";3;6;9;"DEF flat";94;"";0;0;"-";"-";"-";"-";"-";"-";"-";14;"-";11;11;"Hero";81.55
"HP%";7;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"RES";19;{"enchanted":false,"gvalue":0};"";0;{};"row_374";374;43328693762;0;0;"Inventory";"Inventory";false;77.08;"Fatal";3;6;9;"DEF flat";94;"DEF%";7;0;19;"-";"-";"-";"-";"-";"-";7;"-";10;"-";"Hero";84.23
